clip_id,frame_index,frame_number,pts,pts_time,duration_pts,duration_time,key_frame,pict_type,image_path,image_sha256,issue_ids
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,131,132,67072,5.458333,,,0,B,frames/frame-000131.png,F219FD26309A7612925C663FCAFB55F3E31A4A59D8FF45EC6F7A0608A69D6CE5,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,132,133,67584,5.500000,,,0,B,frames/frame-000132.png,91DA386FED58F5903686C81BC0538ED13D96BA185D59383AB3F5794A67894FC3,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,133,134,68096,5.541667,,,0,B,frames/frame-000133.png,63517B69C64775C4CF6A7D94C1886220DB31CF726DBF0A04151B785103EDAFBF,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,134,135,68608,5.583333,,,0,P,frames/frame-000134.png,C5D6749E2536789716211A638F3E07657274FC1A82047CE061B72B90AB0A9539,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,135,136,69120,5.625000,,,0,B,frames/frame-000135.png,77AB0E3992E188430F021A70A58D7B994C7935DDEBF9BDD2FF698C57AACA8BA2,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,136,137,69632,5.666667,,,0,B,frames/frame-000136.png,92F6EEE5ED52CC01883FEAFBDB414BF30E31C7CB0BA327A1B54E310D3F35E8E0,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,137,138,70144,5.708333,,,0,B,frames/frame-000137.png,D0AD574EA5931F1F19427FE6D5929A07E87D716D0D526C1BCCF4029E1729DB62,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,138,139,70656,5.750000,,,0,P,frames/frame-000138.png,2043CCE1B97FB7A9E2060524A34727FEF702A2DA037984155571A632ADD4CCA9,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,139,140,71168,5.791667,,,0,B,frames/frame-000139.png,F7C61F72C6F145B4D1E670C1A6B0F70E73F66487CC9E4918876F84659B51282A,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,140,141,71680,5.833333,,,0,B,frames/frame-000140.png,1E63ECDCCC90419372E1B16B5C994840A5F7CB84813BFAAAD8F4FC687D60955F,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,141,142,72192,5.875000,,,0,B,frames/frame-000141.png,E77DCF879AF5A4FE3975D51514A24CDC98B646857DB905194132E33CB91BA31B,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,142,143,72704,5.916667,,,0,P,frames/frame-000142.png,499C55309AB3F7DCA618F87E339338D525151BF7F318079AFB66F4CB8F661A91,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,143,144,73216,5.958333,,,0,B,frames/frame-000143.png,971FAA509DF7889D1FE4CBC81BE05C87AA75FD342D7A0AAE26265C235B3D69D3,
sixiangjia_20260815_s02_makeup_pouch_seam_hold_v02,144,145,73728,6.000000,,,0,P,frames/frame-000144.png,C3FE4C1EDB7C2CD39502ACBF6788B16C7F0C67A7AFB755EFE7A688FE8C52E39D,
